rowid,date,client,bank,rating,review,sentiment,service,issue
573,2022-09-16 01:52:24,Apple,Trust,1.0,Applied the saving accounts and no response since then.,Negative,Banking,Other
574,2022-09-05 15:18:57,Apple,Trust,1.0,Unable to fully display the screen content on iPhone se,Neutral,App,UI/UX
575,2023-08-26 07:09:19,Apple,Trust,1.0,Even genshin impact loads the game's world quicker than this card app lol,Positive,App,-
576,2023-02-22 04:53:15,Apple,Trust,4.0,To use,Neutral,App,The user interface is not intuitive and i'm having trouble finding certain features.
577,2022-09-24 02:54:20,Apple,Trust,1.0,Very useless app,Negative,App,Other
578,2023-09-10 07:43:11,Apple,Trust,1.0,"Terrible app. Led to the app for application but despite multiple attempts, can’t verify though Singpass.",Negative,App,"Difficulty applying credit card, savings account"
579,2023-08-12 17:11:52,Apple,Trust,1.0,"currently there are 3 digital banks. gxs offered 3.48% (to be reduced to 2.68% soon) just for parking your money. maribank offered 2.5%, also just for parking your money. trust bank offered 1.5% for non members and 2% only after you have made 5 transactions. this bank is the joker among digital banks.",Neutral,App,Other
580,2023-06-25 04:39:21,Apple,Trust,4.0,Very good functions,Positive,App,-
581,2022-12-14 12:05:32,Apple,Trust,1.0,Down for a few days but not yet solved. Unexpected for this.,Negative,Banking,Long wait times
582,2022-12-14 12:23:27,Apple,Trust,5.0,this is good,Positive,App,-
583,2022-10-31 19:00:22,Apple,Trust,4.0,"So far the app itself is
Much smoother than DBS/POSB",Neutral,App,Other
584,2022-10-18 06:39:34,Apple,Trust,1.0,I believe I have waited for more than a month… how efficient is this?,Negative,Banking,Long wait times
585,2023-02-07 13:48:19,Apple,Trust,5.0,Very easy to use! Thanks,Positive,App,-
586,2022-09-05 11:26:01,Apple,Trust,1.0,Please dont launch the app if you are not ready!!,Negative,App,None
587,2022-09-25 15:20:43,Apple,Trust,5.0,"Good offers, I got free grocery for this week, yay!",Positive,None,-
588,2022-12-13 14:39:22,Apple,Trust,5.0,As titled,Neutral,Banking,As titled
589,2022-12-20 03:56:54,Apple,Trust,4.0,Thanks to trust,Positive,Banking,-
590,2022-09-18 14:41:10,Apple,Trust,1.0,"I was referred to apply this app but  after 10days still appeared pending, never see such slower approval",Negative,App,"Difficulty applying credit card, savings account"
591,2022-09-03 08:53:36,Apple,Trust,2.0,What’s with 🤷🏻‍♂️all those emojis clogging up your 📩📮📨emails and text messages. Try to look more 🕵🏻‍♂️🕵️👩‍🏫👨‍🏫professional! 😩😫😖😣🍎🏃😰😥⌛️😥💨🤮,Neutral,App,Other
592,2022-12-14 12:49:00,Apple,Trust,5.0,cool,Neutral,App,Other
593,2024-01-03 06:32:07,Apple,Trust,5.0,many voucher to use,Neutral,App,Other
594,2022-09-01 12:28:05,Apple,Trust,1.0,"Can’t even launch the app. 

The error message just states:

“Sorry, something went wrong.” We're working on getting this fixed. Meanwhile, tap
on Try again to see if it works.”",Negative,App,Technical glitches
595,2024-01-17 03:13:09,Apple,Trust,1.0,I registered 1 month already but no already reply me,Negative,Banking,Long wait times
596,2022-12-03 07:04:09,Apple,Trust,5.0,Very friendly and courteous staff,Positive,None,-
597,2022-09-28 04:54:44,Apple,Trust,5.0,I love how seamless and fuss-free the app is. Good job!,Positive,App,-
598,2022-12-14 12:18:40,Apple,Trust,5.0,Good money send,Positive,App,-
599,2022-11-20 05:02:34,Apple,Trust,1.0,Keep failing while retrieving data from SingPass!!!!!,Negative,Banking,Technical glitches
600,2023-12-04 15:48:15,Apple,Trust,4.0,1st set up seamlessly 👍,Positive,App,-
601,2023-03-14 08:19:48,Apple,Trust,1.0,They just reject my application without any details do bad application,Negative,Banking,Application rejection
602,2022-09-24 05:43:35,Apple,Trust,1.0,Wastage of time. My application is showing pending for last 1 month. . Worst app,Negative,App,Other
604,2023-09-13 12:20:10,Apple,Trust,5.0,Super good,Positive,App,-
605,2023-08-18 10:22:17,Apple,Trust,1.0,I can’t go in the loan and pay up what happened.,Negative,Banking,Other
606,2022-09-15 15:31:48,Apple,Trust,2.0,Credit card is blue or silver colour? Coz I applied for credit card but received the blue one?,Neutral,App,Other
607,2023-04-27 11:52:14,Apple,Trust,5.0,Awesome experience.,Positive,App,-
608,2024-01-24 04:22:36,Apple,Trust,1.0,Coupons issued but unable to use it.,Negative,App,Other
609,2022-12-14 12:09:10,Apple,Trust,5.0,No hassle,Positive,App,-
610,2022-12-04 00:21:09,Apple,Trust,2.0,Not able to scan QR to make psyment,Negative,App,Registration and setup
611,2023-02-01 04:34:27,Apple,Trust,1.0,"If credit card application is declined, need to reinstall the app. Super troublesome",Negative,Banking,Account issues
612,2022-12-14 13:00:51,Apple,Trust,5.0,Covenient for children,Neutral,App,Other
613,2022-09-08 01:18:02,Apple,Trust,5.0,Thanks,Positive,App,-
614,2022-10-19 16:40:45,Apple,Trust,1.0,"Constant errors, poor uxui. App is not working as of 20 Oct 12:40AM",Negative,App,Technical glitches
615,2022-09-30 10:09:42,Apple,Trust,5.0,Good job done Trust!,Positive,None,-
616,2022-10-27 23:38:35,Apple,Trust,5.0,Enjoy breakfast set at Ntuc canteen,Neutral,App,Other
617,2022-09-02 02:34:19,Apple,Trust,1.0,Can’t access the app,Negative,App,Technical glitches
618,2022-12-31 04:29:57,Apple,Trust,1.0,Always down.,Negative,App,Other
619,2023-09-02 04:22:14,Apple,Trust,5.0,"Nice ice cream, good service, loving it !!!",Positive,App,-
620,2022-09-22 08:30:13,Apple,Trust,1.0,Application denied for Savings Acc.. no explaination as to why is that so,Negative,Banking,Application rejection
621,2022-12-14 12:24:49,Apple,Trust,5.0,Very nice,Positive,App,-
622,2022-11-14 06:46:38,Apple,Trust,1.0,i feel lucky.. the bank forgotten me.. now i can delete this.. :),Neutral,Banking,Other
623,2023-01-02 08:29:52,Apple,Trust,4.0,You are sexy and you know it.,Positive,App,-
624,2023-07-26 06:01:49,Apple,Trust,1.0,Unable to login. 👎,Negative,Banking,Technical glitches
625,2023-07-23 05:57:48,Apple,Trust,5.0,Awesome easiness,Positive,App,-
626,2023-05-15 07:53:50,Apple,Trust,5.0,great deal,Positive,App,-
627,2022-12-14 12:55:38,Apple,Trust,5.0,It is good,Positive,App,-
628,2023-06-07 08:03:34,Apple,Trust,1.0,be careful with them,Negative,Banking,Other
629,2022-12-25 02:42:36,Apple,Trust,5.0,很好,Positive,App,-
630,2024-03-07 02:20:32,Apple,Trust,3.0,Great,Positive,App,-
632,2023-01-23 03:23:54,Apple,Trust,5.0,好👌,Positive,App,-
633,2023-01-13 08:38:07,Apple,Trust,5.0,Neng lyn,Neutral,App,Other
634,2022-12-14 12:38:59,Apple,Trust,5.0,Convenient,Positive,App,-
635,2022-12-14 12:11:45,Apple,Trust,5.0,V effective,Positive,App,-
636,2024-02-17 09:27:35,Apple,Trust,5.0,Q36UFNQC,Positive,App,-
637,2024-01-27 12:50:40,Apple,Trust,5.0,"Easy to use interface with a lot of rewards. Would recommend to anyone who is looking for a digital bank that rewards users. 

Use my code 5G8EMX3J if needed. Thanks!",Positive,App,-
638,2024-03-07 16:54:18,Apple,Trust,1.0,"I’ve tried to make payments via QR codes many times at many stores with many different QR codes and they were all failed. The error shown is invalid QR although I can successfully make payment via the same QR code with DBS. Dear tech team, please please fix this asap!",Neutral,App,Registration and setup
639,2023-09-07 20:37:56,Apple,Trust,5.0,"Dear Bank Representatives Sir/Ma’am,
Your Bank is no doubt is an excellent service in terms of easy usage and plenty of heartland shop’s promotions that are being offered. 

However I really wish that my monthly salary can be transferred or credited to my Trust Bank account just like other banks did. I was disappointed to learn from your customer service department that your bank don’t provide such services as I mentioned earlier.

I truly hope that your bank could implement the monthly salary or even the yearly government GSTV payout to be credited via fast or whatsoever credit transfer system that your bank could implement.

I look forward to your Bank representative reply pertaining to the suggestion that I mentioned above. Please look into this matter considerably and with a positive outcome.Thank you.",Neutral,Banking,Other
640,2024-01-05 02:34:57,Apple,Trust,1.0,First apply show missing residental address.second time apply show phone number invalid 🥵,Neutral,Banking,Other
641,2023-12-08 04:01:49,Apple,Trust,3.0,I was about to use my $10 trust vouchers today when I saw it suddenly disappeared from my coupon section. I quickly contact the trust app team via msg and after a few explanations they said will help to reinstate back my referral vouchers and can only get back to me in a few days. I think my feedback to your management team is to extend the validity of ntuc referral vouchers to one year as other app also give long expiration date till 2025 for ntuc voucher. New sign up referral code is 4ZZWEGKK,Negative,Banking,Other
642,2023-10-11 09:16:45,Apple,Trust,1.0,"Hi I can’t login after the login must use Singpass to login. Stuck at tapping Singpass QR code to login. No reaction. And I called Singpass they said was app issue, not Singpass issue. Can help me to resolve the issue?",Negative,App,Login issues
643,2023-07-16 15:01:05,Apple,Trust,5.0,"Hope they added pockets, similar to GXS

Referral code 48HF54BU",Neutral,App,Other
644,2023-09-05 06:13:11,Apple,Trust,1.0,The only way to login in via singpass. The QR code generated can’t even be tapped. Need to somehow owned 2 phones in order to use another one to scan the QR code to login.,Neutral,App,Login issues
645,2023-01-06 10:14:07,Apple,Trust,5.0,"I accidentally transferred my money to trust bank without using the Fast app. I chatted with Mohd Fiqcree Mo about my problem,he helped me solved it immediately.Thank you Sir for your help!",Negative,Banking,Other
646,2023-07-12 06:46:30,Apple,Trust,1.0,"Transactions never succeed, even approved it. WTF is your logic, useless",Negative,Banking,Transaction issues
647,2023-02-10 14:30:24,Apple,Trust,3.0,I cannot use the card since Dec 2022. Trust staff did call me & told me they will get back to me but until today never follow up. Please call me or check. Alex Hp : 98463532,Negative,Banking,Long wait times
648,2023-01-31 00:09:57,Apple,Trust,1.0,I didn’t know each customer only had 1 chance to waive of late charge. I made my payment for $13.90 on Fri and I didn’t know the interbank takes 3 days so I was slapped with $100 fee again. Since I used up my chance the customer service officer will submit for approval. I already made late payments before when I was truly late. Trust has earned more late fee from me since my payments were very little and once I was charged for late fee as I left out $1 when I made my payment. Definitely not a bank for more complex transactions as the customer service is terrible and they go by the book instead of listening to the customer. The fella seems happy that I want to close my card too. A bank needs to listen to customer needs and not just give rewards.,Negative,App,Other
649,2022-12-14 12:37:46,Apple,Trust,5.0,Nice,Positive,App,-
650,2023-01-02 03:53:05,Apple,Trust,3.0,"登入方式只有一种，那就是使用Singpass。可是换了手机之后，一直无法登入进去应用程式。
不过老实说，trust真的是最棒的银行。但是登入不进也求助无门，真的很无助啊。",Negative,App,Login issues
651,2022-12-16 07:19:14,Apple,Trust,1.0,"Very frustrating, keep prompting me to download SingPass app to log in. After I downloaded SingPass app, still unable to log in when I tap on the QR code! Also unable to select password log in. Now unable to view my bill and make payment. How??",Negative,App,Login issues
652,2022-12-14 12:35:10,Apple,Trust,5.0,I it is very effecint in like sending money to friends,Neutral,App,None
653,2022-12-14 12:10:29,Apple,Trust,5.0,Nice,Positive,App,-
654,2022-09-22 01:49:15,Apple,Trust,5.0,"Find that the app is relatively easy to use.
Good rewards for new users.

You can use this code when asked for referrer: 

N5RUWFMS

$10 for referrer and new user.
Benefits you and me! 
 ☺️☺️",Neutral,App,Other
655,2022-11-26 01:57:23,Apple,Trust,1.0,"My credit card application has been pending since Aug, I did not receive any call for additional information or reject. Very disappointed with the service....

As of today 26/11/2022, it is still pending without any news",Negative,Banking,Account issues
656,2022-10-25 01:48:26,Apple,Trust,1.0,App 10月份一直打不开，更新软件过后也不可以。做为数字银行，软件都做不好。令人失望。trust bank，不值得信任。,Negative,App,Technical glitches
