rowid,date,client,bank,rating,review,developer_response
2,2024-01-04 06:21:44,Apple,MariBank,5.0,"I have to admit that the process to register is very smooth and easy. It took me less than 10 minutes to complete the investment: Shopee - Download MariBank App- Register Savings account - Top up - invest

Keep it up!","{'id': 41127832, 'body': 'Dear boonnie38, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2024-01-07T14:49:50Z'}"
3,2023-04-05 16:08:04,Apple,MariBank,5.0,"Finally a mobile banking app that doesn’t lag and bug free. Very good product feature also, no nonsense on fulfilling all the criteria like other banks","{'id': 35843464, 'body': 'Dear Elijahdptty, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2023-04-09T01:28:07Z'}"
4,2023-10-06 04:29:57,Apple,MariBank,5.0,"Overall good and smooth experience, enjoy the ease of use for different products and how everything is clearly stated with no strings attached!","{'id': 39379655, 'body': 'Dear ttyto12, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-10-07T23:23:48Z'}"
5,2024-01-18 10:43:33,Apple,MariBank,5.0,I am so glad you don’t have to resort to fake 5* by staff like a competing bank. Great interest. Love it daily as I see my money grow. Keep up the good work,"{'id': 41417346, 'body': 'Dear ngtk, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2024-01-20T22:22:12Z'}"
6,2023-07-27 13:33:17,Apple,MariBank,5.0,Easy to use and navigate. Everything is laid out right on the screen,"{'id': 37984577, 'body': 'Dear LittleTroll, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-07-31T01:06:50Z'}"
7,2023-12-09 09:29:10,Apple,MariBank,1.0,"It would be good if there is a prompt to allow customers to know that funds will be lock on the weekend for Mari-Invest.

There should be an option to also cancel the investment or alter the amount and not let the funds be stuck. A very bad experience and will no longer keep my funds here.","{'id': 40601730, 'body': ""Dear Unlimeg, we sincerely apologize for your experience. We take all our customers’ feedback seriously and it is important to us that we provide assistance promptly. Please reach out to our Customer Service team at +65 6995 8688 so that we can better assist you.\n\n\r\nMari Invest is an investment into Lion-MariBank SavePlus fund. \nFor investment funds, there's no price movement over the weekend because weekends and public holidays are non-dealing days.\n\n\r\nFor more information on Mari Invest, you may refer to the fund information page on the MariBank app: Home > Mari Invest > SavePlus.\r\n\r\n"", 'modified': '2023-12-10T22:52:42Z'}"
8,2023-03-09 15:30:23,Apple,MariBank,5.0,Instant approval and so hassle free to earn decent interest. It’s a joy to watch my daily interest grow. Love it!,"{'id': 35323866, 'body': 'Dear 97.z, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2023-03-11T00:46:56Z'}"
9,2023-03-17 07:33:14,Apple,MariBank,5.0,"Simple and good interest rate, no string attached, you get what is promised unlike other banks…","{'id': 35454146, 'body': 'Dear  DDYY1990, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2023-03-18T12:03:42Z'}"
10,2023-03-08 07:02:44,Apple,MariBank,5.0,I love this digital banking app! Making transfers are seamless and it good to see my interest rate grow daily!,"{'id': 35301900, 'body': 'Dear Fatin, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. \r\n\r\n', 'modified': '2023-03-10T01:11:22Z'}"
11,2023-08-19 03:31:45,Apple,MariBank,5.0,"Very easy to use, simple and fast","{'id': 38413059, 'body': 'Dear  eric9152007, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-08-21T01:30:11Z'}"
12,2023-06-05 05:27:47,Apple,MariBank,5.0,"Experience is good, need more products for investment.","{'id': 37036769, 'body': 'Dear Peaksky, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. We will be progressively expanding our products for our customers.', 'modified': '2023-06-10T01:56:47Z'}"
13,2023-03-08 06:58:13,Apple,MariBank,5.0,App is so easy to navigate and user friendly,"{'id': 35301871, 'body': 'Dear Fortune God, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-03-10T01:08:59Z'}"
14,2023-03-31 03:26:16,Apple,MariBank,5.0,MariBank App is easy to use. Recommended.,"{'id': 35555607, 'body': 'Dear Yycraven, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2023-03-23T20:04:18Z'}"
15,2023-11-27 06:27:00,Apple,MariBank,1.0,They claim most account opening is immediate. Contacted them via their hotline and help desk. Not true. Takes rather long making it uncompetitive. Makes me doubt their efficiency. As it does not serve it’s purpose in good time I’ll be deleting it.,
16,2023-03-08 06:57:15,Apple,MariBank,5.0,Easy and straight forward app!,"{'id': 35301870, 'body': 'Dear Mendez, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-03-10T01:08:32Z'}"
17,2023-08-30 07:57:48,Apple,MariBank,5.0,good job 👍🏻,"{'id': 38692079, 'body': 'Dear Lilian8855646949, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-09-04T01:16:12Z'}"
18,2023-11-14 15:51:54,Apple,MariBank,1.0,Be prepared to be blinded by the crazy lights face verification. Also it will fail and you will end up using another bank’s credit card. Cheers.,"{'id': 40210902, 'body': 'Dear Momoninipopo, we sincerely apologize for your experience. We take all our customers’ feedback seriously and it is important to us that we provide assistance promptly. Please reach out to our Customer Service team at +65 6995 8688 so that we can better assist you. Thank you.', 'modified': '2023-11-18T11:57:02Z'}"
19,2023-08-26 10:49:26,Apple,MariBank,1.0,1-2 days to process account opening for a local. All local banks digital or not is immediate with Singpass. Not a good start.,"{'id': 38555568, 'body': 'Hi Jeronetan, thank you for taking the time to leave a review. In most cases, the outcome of the application and account opening will be immediate, otherwise it will take a maximum of 2 working days. Our team is working hard to ensure a smooth and convenient account opening process. If you are facing issues, please reach out to our Customer Service team at +65 6995 8688 so that we can better assist you. Thank you.', 'modified': '2023-08-28T02:48:12Z'}"
20,2023-08-23 14:29:16,Apple,MariBank,1.0,not working,"{'id': 38513048, 'body': 'Dear dominiThree, we sincerely apologize for your experience. We take all our customers’ feedback seriously and it is important to us that we provide assistance promptly. Please reach out to our Customer Service team at +65 6995 8688 so that we can better assist you. Thank you.', 'modified': '2023-08-25T04:05:41Z'}"
0,2024-04-22 00:43:02,Android,GXS,1.0,I try how many times to register trough my dash but they saying my number is not same with my dash and singpass but actually same only collect my importation but in the end I still cannot register worst app,"Hi Rocxan Salahay! Thanks for reaching out. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help!"
1,2024-04-21 01:42:44,Android,GXS,2.0,"Hi, I have signed up 8 months ago since last year August and is still currently waiting. Please help to solve the issue.","Hi Wei Jie. We understand it's been a wait, and we're actively working to open new slots for GXS Savings Account. If you have registered your interest on the GXS app, rest assured we'll keep you updated on any developments. 🚀 Thanks for your patience and understanding! 💜"
2,2024-04-20 12:40:40,Android,GXS,5.0,"Very easy, fast n friendly... Tkxs...",Hi Rinson! We're glad you're enjoying the intuitive and user-friendly interface!😄 Thank you for your 5-star rating review.🚀 💜
3,2024-04-15 02:17:49,Android,GXS,5.0,I like how the app is really light and fast compared to other bank apps,Hi there! Thank you for your 5-star rating review. 💜 We're thrilled to hear that our app has hit all the right notes. 😄
4,2024-04-13 08:22:18,Android,GXS,1.0,Cannot add card to google pay. Also cannot add card to touch n' go.,"Hi Jerry, this feature isn't ready at the moment. We will take note of this feedback and incorporate it into our continuous improvement process. Stay tuned to our social media channels for the latest news or updates! 🙏




"
5,2024-04-13 05:53:34,Android,GXS,4.0,"Generally good. However please add either NFC function to the app, or allow link to Google Wallet or Apple Pay. Everyone is going wallet-less these days without having the need to carry physical wallets or cards. And why are we unable to scan SGQR codes for payments? Only PayNow QR codes? Would definitely get my 5 stars if not for the above 2 shortcomings. 4 stars for now.","Thanks for your feedback on mobile wallets and Scan QR payment, Zack! Currently, our scan QR feature only supports PayNow QR codes. However, we hear you and understand the convenience of NFC technology. We'll certainly work with our team to capture this as part of our continuous improvement process. Please stay tuned for more updates on our app! 😊"
6,2024-04-11 16:59:52,Android,GXS,1.0,"With continuous failed to log in,contacted cso to terminate the account and we're informed once acct close can't be reinstated.Im fine with it since the problem it's on your app.",Hi Eric. We're sorry to hear this. We would like to assist you with this issue. Please contact our 24/7 hotline at (+65) 3105 2055 and we'll be more than happy to look into the matter.🙏
7,2024-04-09 13:58:31,Android,GXS,5.0,"I don't get the negative reviews here. I installed, set it up, and got approved all within a few minutes. It was fast and easy. It's definitely one of the best apps out there.",Hi Hafidz Melek! Thank you for your 5-star rating review. 💜 We aim to provide our customers with a great digital banking experience. Thanks for sharing your positive experience! 🚀
8,2024-04-03 20:39:35,Android,GXS,1.0,Not sure if i am already registered for the savimgs account really sucks!,"We're sorry to hear that you feel this way, Lin Yao. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. We'd love to help. 💜"
9,2024-04-02 18:43:38,Android,GXS,1.0,developer is nutshell brain i think proof of address have to take picture cannot upload???????????????????,Hi Kh Lim. We're sorry to hear this. Please contact our 24/7 hotline at (+65) 3105 2055 and we'll be more than happy to look into the matter.🙏
10,2024-03-30 18:28:36,Android,GXS,1.0,i cant eve open the app now and purchase things using their card. Uninstalling Now.,"Hi Shaun. We're sorry to hear this and we would like to assist you with this issue. Please contact our 24/7 hotline at (+65) 3105 2055 and we'll be happy to help.🙏
"
