id,date,bank,client,rating,sentiment,intent,service,issue,review
593,44896,Trust,Apple,5,Positive,Complaint,D,D3,cool
594,45292,Trust,Apple,5,Neutral,Complaint,D,D3,many voucher to use
595,44805,Trust,Apple,1,Neutral,Praise,A,A3,"Can’t even launch the app. 

The error message just states:

“Sorry, something went wrong.” We're working on getting this fixed. Meanwhile, tap
on Try again to see if it works.”"
596,45292,Trust,Apple,1,Positive,Praise,D,D3,I registered 1 month already but no already reply me
597,44896,Trust,Apple,5,Neutral,Praise,D,D3,Very friendly and courteous staff
598,44805,Trust,Apple,5,Neutral,Feedback,C,C2,I love how seamless and fuss-free the app is. Good job!
599,44896,Trust,Apple,5,Negative,Praise,B,B2,Good money send
600,44866,Trust,Apple,1,Negative,Complaint,D,D3,Keep failing while retrieving data from SingPass!!!!!
601,45261,Trust,Apple,4,Neutral,Feedback,D,D3,1st set up seamlessly 👍
602,44986,Trust,Apple,1,Positive,Feedback,A,A3,They just reject my application without any details do bad application
603,44805,Trust,Apple,1,Neutral,Praise,A,A3,Wastage of time. My application is showing pending for last 1 month. . Worst app
604,45261,Trust,Apple,5,Negative,Praise,A,A3,Good services provided
605,45170,Trust,Apple,5,Neutral,Complaint,A,A3,Super good
606,45139,Trust,Apple,1,Positive,Feedback,D,D3,I can’t go in the loan and pay up what happened.
607,44805,Trust,Apple,2,Positive,Feedback,A,A3,Credit card is blue or silver colour? Coz I applied for credit card but received the blue one?
608,45017,Trust,Apple,5,Neutral,Complaint,B,B2,Awesome experience.
609,45292,Trust,Apple,1,Negative,Praise,C,C2,Coupons issued but unable to use it.
610,44896,Trust,Apple,5,Neutral,Complaint,C,C2,No hassle
611,44896,Trust,Apple,2,Positive,Complaint,D,D3,Not able to scan QR to make psyment
612,44958,Trust,Apple,1,Positive,Complaint,B,B2,"If credit card application is declined, need to reinstall the app. Super troublesome"
613,44896,Trust,Apple,5,Negative,Complaint,A,A3,Covenient for children
614,44805,Trust,Apple,5,Neutral,Praise,A,A3,Thanks
615,44835,Trust,Apple,1,Negative,Complaint,A,A3,"Constant errors, poor uxui. App is not working as of 20 Oct 12:40AM"
616,44805,Trust,Apple,5,Negative,Praise,D,D3,Good job done Trust!
617,44835,Trust,Apple,5,Neutral,Praise,A,A3,Enjoy breakfast set at Ntuc canteen
618,44805,Trust,Apple,1,Neutral,Feedback,A,A3,Can’t access the app
619,44896,Trust,Apple,1,Negative,Praise,A,A3,Always down.
620,45170,Trust,Apple,5,Negative,Complaint,A,A3,"Nice ice cream, good service, loving it !!!"
621,44805,Trust,Apple,1,Neutral,Complaint,D,D3,Application denied for Savings Acc.. no explaination as to why is that so
622,44896,Trust,Apple,5,Positive,Complaint,C,C2,Very nice
623,44866,Trust,Apple,1,Negative,Complaint,B,B2,i feel lucky.. the bank forgotten me.. now i can delete this.. :)
624,44927,Trust,Apple,4,Neutral,Praise,A,A3,You are sexy and you know it.
625,45108,Trust,Apple,1,Neutral,Complaint,C,C2,Unable to login. 👎
626,45108,Trust,Apple,5,Negative,Complaint,A,A3,Awesome easiness
627,45047,Trust,Apple,5,Positive,Feedback,D,D3,great deal
628,44896,Trust,Apple,5,Neutral,Praise,B,B2,It is good
629,45078,Trust,Apple,1,Positive,Praise,D,D3,be careful with them
630,44896,Trust,Apple,5,Positive,Praise,A,A3,很好
631,45352,Trust,Apple,3,Positive,Feedback,C,C2,Great
632,45170,Trust,Apple,4,Positive,Complaint,A,A3,Nil
633,44927,Trust,Apple,5,Positive,Praise,B,B2,好👌
634,44927,Trust,Apple,5,Negative,Complaint,D,D3,Neng lyn
635,44896,Trust,Apple,5,Positive,Praise,B,B2,Convenient
636,44896,Trust,Apple,5,Neutral,Feedback,D,D3,V effective
637,45323,Trust,Apple,5,Negative,Complaint,B,B2,Q36UFNQC
638,45292,Trust,Apple,5,Negative,Praise,D,D3,"Easy to use interface with a lot of rewards. Would recommend to anyone who is looking for a digital bank that rewards users. 

Use my code 5G8EMX3J if needed. Thanks!"
639,45352,Trust,Apple,1,Neutral,Praise,A,A3,"I’ve tried to make payments via QR codes many times at many stores with many different QR codes and they were all failed. The error shown is invalid QR although I can successfully make payment via the same QR code with DBS. Dear tech team, please please fix this asap!"
640,45170,Trust,Apple,5,Positive,Feedback,B,B2,"Dear Bank Representatives Sir/Ma’am,
Your Bank is no doubt is an excellent service in terms of easy usage and plenty of heartland shop’s promotions that are being offered. 

However I really wish that my monthly salary can be transferred or credited to my Trust Bank account just like other banks did. I was disappointed to learn from your customer service department that your bank don’t provide such services as I mentioned earlier.

I truly hope that your bank could implement the monthly salary or even the yearly government GSTV payout to be credited via fast or whatsoever credit transfer system that your bank could implement.

I look forward to your Bank representative reply pertaining to the suggestion that I mentioned above. Please look into this matter considerably and with a positive outcome.Thank you."
641,45292,Trust,Apple,1,Negative,Complaint,D,D3,First apply show missing residental address.second time apply show phone number invalid 🥵
642,45261,Trust,Apple,3,Neutral,Praise,A,A3,I was about to use my $10 trust vouchers today when I saw it suddenly disappeared from my coupon section. I quickly contact the trust app team via msg and after a few explanations they said will help to reinstate back my referral vouchers and can only get back to me in a few days. I think my feedback to your management team is to extend the validity of ntuc referral vouchers to one year as other app also give long expiration date till 2025 for ntuc voucher. New sign up referral code is 4ZZWEGKK
643,45200,Trust,Apple,1,Negative,Praise,A,A3,"Hi I can’t login after the login must use Singpass to login. Stuck at tapping Singpass QR code to login. No reaction. And I called Singpass they said was app issue, not Singpass issue. Can help me to resolve the issue?"
644,45108,Trust,Apple,5,Neutral,Praise,B,B2,"Hope they added pockets, similar to GXS

Referral code 48HF54BU"
645,45170,Trust,Apple,1,Neutral,Feedback,D,D3,The only way to login in via singpass. The QR code generated can’t even be tapped. Need to somehow owned 2 phones in order to use another one to scan the QR code to login.
646,44927,Trust,Apple,5,Neutral,Feedback,B,B2,"I accidentally transferred my money to trust bank without using the Fast app. I chatted with Mohd Fiqcree Mo about my problem,he helped me solved it immediately.Thank you Sir for your help!"
647,45108,Trust,Apple,1,Negative,Complaint,B,B2,"Transactions never succeed, even approved it. WTF is your logic, useless"
648,44958,Trust,Apple,3,Positive,Feedback,C,C2,I cannot use the card since Dec 2022. Trust staff did call me & told me they will get back to me but until today never follow up. Please call me or check. Alex Hp : 98463532
649,44927,Trust,Apple,1,Positive,Praise,A,A3,I didn’t know each customer only had 1 chance to waive of late charge. I made my payment for $13.90 on Fri and I didn’t know the interbank takes 3 days so I was slapped with $100 fee again. Since I used up my chance the customer service officer will submit for approval. I already made late payments before when I was truly late. Trust has earned more late fee from me since my payments were very little and once I was charged for late fee as I left out $1 when I made my payment. Definitely not a bank for more complex transactions as the customer service is terrible and they go by the book instead of listening to the customer. The fella seems happy that I want to close my card too. A bank needs to listen to customer needs and not just give rewards.
650,44896,Trust,Apple,5,Negative,Feedback,A,A3,Nice
651,44927,Trust,Apple,3,Negative,Praise,A,A3,"登入方式只有一种，那就是使用Singpass。可是换了手机之后，一直无法登入进去应用程式。
不过老实说，trust真的是最棒的银行。但是登入不进也求助无门，真的很无助啊。"
652,44896,Trust,Apple,1,Positive,Feedback,A,A3,"Very frustrating, keep prompting me to download SingPass app to log in. After I downloaded SingPass app, still unable to log in when I tap on the QR code! Also unable to select password log in. Now unable to view my bill and make payment. How??"
653,44896,Trust,Apple,5,Positive,Feedback,B,B2,I it is very effecint in like sending money to friends
654,44896,Trust,Apple,5,Positive,Praise,A,A3,Nice
655,44805,Trust,Apple,5,Negative,Complaint,D,D3,"Find that the app is relatively easy to use.
Good rewards for new users.

You can use this code when asked for referrer: 

N5RUWFMS

$10 for referrer and new user.
Benefits you and me! 
 ☺️☺️"
656,44866,Trust,Apple,1,Positive,Feedback,B,B2,"My credit card application has been pending since Aug, I did not receive any call for additional information or reject. Very disappointed with the service....

As of today 26/11/2022, it is still pending without any news"
657,44835,Trust,Apple,1,Negative,Praise,B,B2,App 10月份一直打不开，更新软件过后也不可以。做为数字银行，软件都做不好。令人失望。trust bank，不值得信任。
658,44835,Trust,Apple,3,Negative,Praise,B,B2,Hopefully roll out the QR Code scan to pay payments and also the Paynow QR code.
659,44835,Trust,Apple,3,Negative,Praise,B,B2,"Sadly, app don’t support scanning of QR code for PayNow payments."
660,44805,Trust,Apple,4,Negative,Praise,B,B2,"Just some feedback after switching over from DBS to TRUST: - when i paynow others, their bank shows some string of numbers instead of my name - im unable to pay by scanning paynow qr codes / nets qr code because there is no scan to pay option - do support giro payment soon to make it easier to credit salary etc. Other than that, great app! Love the dark theme too, just got to fix some of those issues so i never have to use other banks again. Its just mostly app design/ features issues which I doubt will be difficult toimplement in the near future. some advice - offer the features other banking apps offer and many people will make the switch. simply a better app!"
661,44805,Trust,Apple,1,Positive,Praise,C,C2,"Quite disappointing. After all the registration, the app cannot access.Make me wondering whether this app can be trusted. Please do try to resolve the issues"
662,44805,Trust,Apple,5,Negative,Praise,A,A3,"So seamless and easy to open a saving account. Get a S$10 FairPrice E-Voucher by using my referral code YMHTUSFR. Tap on “Use referral code” immediately after you start the app and key in: YMHTUSFR

Can get another extra $25 NTUC voucher after you use your first Visa payment. Got extra free pack of rice & kopitiam breakfast kopi set while stock last!"
663,44805,Trust,Apple,1,Negative,Complaint,B,B2,"I have key in the referral code that my friend sent to me, but my friend and I didn’t get any voucher for that"
664,44805,Trust,Apple,1,Positive,Praise,B,B2,"这家银行太危险了！如果遇到任何问题永远也联系不上他们的客服！我联系他们App chat，App online call，还有官网的联系电话，全！都！联！系！不！上！
App chat等了2个小时才回复！第二次等了30分钟！
online 在线等30分钟没人接听，自动挂断！
phone call 20分钟无人接听！
你知道的，我还是用他们在线提示的“紧急情况”，也没有人能联系的上！
而且他们还把我的地址寄到不知道什么地方去了！这就是我打电话的原因，太危险了！
trust银行真的是一点也不值得trust！真的是缺什么叫什么！untrustworthy!!!还好我赶紧联系客服注销了，出任何资金问题不可想象！"
665,44805,Trust,Apple,4,Neutral,Praise,C,C2,0BJYDHEF use this refer promo code to maximise your benefits! Sign up!
666,44805,Trust,Apple,1,Negative,Praise,C,C2,"Update 2022-09-14: paying the credit card bill from trust’s own savings account is not supported 🤦🏻‍♂️but I can pay from my external bank acct. Update 2022-09-08: Had issues with link points and a few other things. Sent email with screenshots as instructed on the chat. It’s been a week and there's no response or closure via email or call, but someone replied here. Guys, get your basic functionality working and tested, fix your customer service so people actually get served through your official channels instead of having to vent in frustration on a review here."
